x-axis,1
second,Volt
-4.980000E-03,+619.103009E-03
-4.975000E-03,+757.293962E-03
-4.970000E-03,+719.605520E-03
-4.965000E-03,+636.690948E-03
-4.960000E-03,+772.369339E-03
-4.955000E-03,+739.706022E-03
-4.950000E-03,+634.178385E-03
-4.945000E-03,+779.907027E-03
-4.940000E-03,+784.932153E-03
-4.935000E-03,+865.334162E-03
-4.930000E-03,+724.630646E-03
-4.925000E-03,+774.881901E-03
-4.920000E-03,+789.957278E-03
-4.915000E-03,+742.218585E-03
-4.910000E-03,+812.570343E-03
-4.905000E-03,+739.706022E-03
-4.900000E-03,+669.354264E-03
-4.895000E-03,+762.319088E-03
-4.890000E-03,+649.253762E-03
-4.885000E-03,+274.881907E-03
-4.880000E-03,+543.726125E-03
-4.875000E-03,+681.917078E-03
-4.870000E-03,+857.796473E-03
-4.865000E-03,+1.169354259E+00
-4.860000E-03,+1.297494961E+00
-4.855000E-03,+1.184429636E+00
-4.850000E-03,+1.099002501E+00
-4.845000E-03,+802.520092E-03
-4.840000E-03,+694.479892E-03
-4.835000E-03,+1.033675869E+00
-4.830000E-03,+1.219605515E+00
-4.825000E-03,+1.400510035E+00
-4.820000E-03,+1.342721091E+00
-4.815000E-03,+1.237193454E+00
-4.810000E-03,+925.635669E-03
-4.805000E-03,+553.776376E-03
-4.800000E-03,+490.962307E-03
-4.795000E-03,+634.178385E-03
-4.790000E-03,+425.635674E-03
-4.785000E-03,+995.987427E-03
-4.780000E-03,+1.217092952E+00
-4.775000E-03,+875.384413E-03
-4.770000E-03,+752.268836E-03
-4.765000E-03,+546.238688E-03
-4.760000E-03,+475.886930E-03
-4.755000E-03,+1.277394459E+00
-4.750000E-03,+1.267344208E+00
-4.745000E-03,+784.932153E-03
-4.740000E-03,+855.283911E-03
-4.735000E-03,+634.178385E-03
-4.730000E-03,+495.987432E-03
-4.725000E-03,+644.228637E-03
-4.720000E-03,+968.349236E-03
-4.715000E-03,+1.458298980E+00
-4.710000E-03,+1.443223603E+00
-4.705000E-03,+1.337695966E+00
-4.700000E-03,+1.119103003E+00
-4.695000E-03,+679.404516E-03
-4.690000E-03,+588.952255E-03
-4.685000E-03,+566.339190E-03
-4.680000E-03,+993.474864E-03
-4.675000E-03,+1.063826622E+00
-4.670000E-03,+1.056288934E+00
-4.665000E-03,+998.499989E-03
-4.660000E-03,+875.384413E-03
-4.655000E-03,+764.831650E-03
-4.650000E-03,+724.630646E-03
-4.645000E-03,+777.394464E-03
-4.640000E-03,+812.570343E-03
-4.635000E-03,+777.394464E-03
-4.630000E-03,+737.193460E-03
-4.625000E-03,+759.806525E-03
-4.620000E-03,+805.032655E-03
-4.615000E-03,+800.007529E-03
-4.610000E-03,+754.781399E-03
-4.605000E-03,+737.193460E-03
-4.600000E-03,+636.690948E-03
-4.595000E-03,+737.193460E-03
-4.590000E-03,+754.781399E-03
-4.585000E-03,+616.590446E-03
-4.580000E-03,+744.731148E-03
-4.575000E-03,+702.017581E-03
-4.570000E-03,+636.690948E-03
-4.565000E-03,+568.851753E-03
-4.560000E-03,+483.424618E-03
-4.555000E-03,+332.670851E-03
-4.550000E-03,+779.907027E-03
-4.545000E-03,+903.022604E-03
-4.540000E-03,+1.181917073E+00
-4.535000E-03,+1.370359282E+00
-4.530000E-03,+1.262319082E+00
-4.525000E-03,+1.091464813E+00
-4.520000E-03,+835.183408E-03
-4.515000E-03,+762.319088E-03
-4.510000E-03,+1.061314059E+00
-4.505000E-03,+1.116590441E+00
-4.500000E-03,+1.435685914E+00
-4.495000E-03,+1.360309031E+00
-4.490000E-03,+1.101515064E+00
-4.485000E-03,+975.886924E-03
-4.480000E-03,+619.103009E-03
-4.475000E-03,+254.781405E-03
-4.470000E-03,+616.590446E-03
-4.465000E-03,+674.379390E-03
-4.460000E-03,+933.173357E-03
-4.455000E-03,+1.217092952E+00
-4.450000E-03,+993.474864E-03
-4.445000E-03,+729.655771E-03
-4.440000E-03,+478.399493E-03
-4.435000E-03,+626.640697E-03
-4.430000E-03,+1.262319082E+00
-4.425000E-03,+1.239706017E+00
-4.420000E-03,+787.444715E-03
-4.415000E-03,+882.922101E-03
-4.410000E-03,+604.027632E-03
-4.405000E-03,+511.062809E-03
-4.400000E-03,+593.977381E-03
-4.395000E-03,+895.484915E-03
-4.390000E-03,+1.480912045E+00
-4.385000E-03,+1.405535161E+00
-4.380000E-03,+1.262319082E+00
-4.375000E-03,+1.134178380E+00
-4.370000E-03,+767.344213E-03
-4.365000E-03,+315.082911E-03
-4.360000E-03,+686.942204E-03
-4.355000E-03,+1.096489938E+00
-4.350000E-03,+1.043726120E+00
-4.345000E-03,+930.660794E-03
-4.340000E-03,+1.144228631E+00
-4.335000E-03,+860.309036E-03
-4.330000E-03,+777.394464E-03
-4.325000E-03,+747.243711E-03
-4.320000E-03,+830.158283E-03
-4.315000E-03,+727.143208E-03
-4.310000E-03,+774.881901E-03
-4.305000E-03,+742.218585E-03
-4.300000E-03,+639.203511E-03
-4.295000E-03,+727.143209E-03
-4.290000E-03,+764.831650E-03
-4.285000E-03,+636.690948E-03
-4.280000E-03,+719.605520E-03
-4.275000E-03,+782.419590E-03
-4.270000E-03,+619.103009E-03
-4.265000E-03,+810.057780E-03
-4.260000E-03,+742.218585E-03
-4.255000E-03,+669.354264E-03
-4.250000E-03,+800.007529E-03
-4.245000E-03,+784.932153E-03
-4.240000E-03,+538.700999E-03
-4.235000E-03,+533.675874E-03
-4.230000E-03,+523.625623E-03
-4.225000E-03,+754.781399E-03
-4.220000E-03,+1.011062803E+00
-4.215000E-03,+1.252268831E+00
-4.210000E-03,+1.357796468E+00
-4.205000E-03,+1.104027627E+00
-4.200000E-03,+1.003525115E+00
-4.195000E-03,+722.118083E-03
-4.190000E-03,+498.499995E-03
-4.185000E-03,+1.018600492E+00
-4.180000E-03,+1.179404510E+00
-4.175000E-03,+1.340208529E+00
-4.170000E-03,+1.385434659E+00
-4.165000E-03,+1.171866822E+00
-4.160000E-03,+913.072855E-03
-4.155000E-03,+586.439692E-03
-4.150000E-03,+528.650748E-03
-4.145000E-03,+568.851753E-03
-4.140000E-03,+742.218585E-03
-4.135000E-03,+1.068851748E+00
-4.130000E-03,+1.156791445E+00
-4.125000E-03,+918.097980E-03
-4.120000E-03,+679.404516E-03
-4.115000E-03,+568.851753E-03
-4.110000E-03,+493.474869E-03
-4.105000E-03,+1.302520087E+00
-4.100000E-03,+1.222118078E+00
